104.26.9.139,192.168.11.128,4,1,1,1,0,1,4,0,0,0,0,0
142.250.77.42,192.168.11.128,3,1,1,0,0,0,3,0,0,0,0,0
172.217.160.163,192.168.11.128,3,1,1,0,0,0,3,0,0,0,0,0
172.217.174.78,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
192.124.249.16,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,2,1,1,0
192.168.11.128,104.26.9.139,4,1,1,1,0,2,4,0,0,0,0,0
192.168.11.128,142.250.77.42,3,1,1,1,0,2,3,0,0,0,0,0
192.168.11.128,172.217.160.163,3,1,1,1,0,2,3,0,0,0,0,0
192.168.11.128,172.217.174.78,3,1,1,1,0,2,3,0,0,0,0,0
192.168.11.128,192.124.249.16,1,1,1,0,0,1,1,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,3,1,1,0
103.226.190.13,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,3,1,1,0
192.168.11.128,103.226.190.13,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.128,74.125.169.135,53,1,1,0,0,1,53,0,0,0,0,0
74.125.169.135,192.168.11.128,92,1,1,0,0,89,92,0,0,0,0,0
103.226.190.12,192.168.11.128,143,1,1,0,0,138,143,0,0,0,0,0
103.226.191.13,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
172.217.167.174,192.168.11.128,3,1,1,0,0,1,3,0,0,0,0,0
173.194.52.7,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,2,1,1,0
192.168.11.128,103.226.190.12,96,1,1,0,0,2,96,0,0,0,0,0
192.168.11.128,103.226.191.13,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.128,172.217.167.174,2,1,1,0,0,2,2,0,0,0,0,0
192.168.11.128,172.217.167.182,1,1,1,0,0,1,1,0,0,0,0,0
192.168.11.128,173.194.52.7,1,1,1,0,0,0,1,0,0,0,0,0
103.226.190.12,192.168.11.128,128,1,1,0,0,125,128,0,0,0,0,0
103.226.190.13,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,3,1,1,0
192.168.11.128,103.226.190.12,81,1,1,0,0,2,81,0,0,0,0,0
192.168.11.128,103.226.190.13,1,1,1,0,0,0,1,0,0,0,0,0
172.217.160.214,192.168.11.128,109,1,1,0,1,99,109,0,0,0,0,0
172.217.194.189,192.168.11.128,1,1,1,0,0,1,1,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,2,1,1,0
192.168.11.128,172.217.160.214,79,1,1,0,1,8,78,0,0,0,0,0
192.168.11.128,172.217.194.189,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.128,192.168.11.2,0,0,0,0,0,0,0,0,1,1,1,0
192.168.11.128,74.125.169.135,1,1,1,0,0,1,1,0,0,0,0,0
192.168.11.2,192.168.11.128,0,0,0,0,0,0,0,0,1,1,1,0
117.18.237.29,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
13.234.176.102,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
142.250.67.234,192.168.11.128,10,1,1,0,1,4,10,0,0,0,0,0
172.217.160.202,192.168.11.128,17,1,1,0,1,10,17,0,0,0,0,0
172.217.166.42,192.168.11.128,2,1,1,0,0,0,2,0,0,0,0,0
172.217.194.189,192.168.11.128,4,1,1,0,0,3,4,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,3,1,1,0
192.168.11.128,117.18.237.29,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.128,13.234.176.102,3,3,1,0,0,0,3,0,0,0,0,0
192.168.11.128,142.250.67.234,11,1,1,1,1,4,9,0,0,0,0,0
192.168.11.128,172.217.160.202,18,1,1,0,1,6,17,0,0,0,0,0
192.168.11.128,172.217.166.42,2,1,1,0,0,2,2,0,0,0,0,0
192.168.11.128,172.217.194.189,3,1,1,0,0,1,3,0,0,0,0,0
192.168.11.128,192.168.11.2,0,0,0,0,0,0,0,0,6,3,1,0
192.168.11.128,199.232.252.133,5,5,1,0,0,0,5,0,0,0,0,0
192.168.11.2,192.168.11.128,0,0,0,0,0,0,0,0,6,1,3,0
151.139.128.14,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
192.124.249.23,192.168.11.128,6,1,3,3,0,3,6,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,3,1,1,0
192.168.11.128,151.139.128.14,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.128,192.124.249.23,3,3,1,3,0,0,3,0,0,0,0,0
192.168.11.128,74.125.169.72,3,1,1,1,0,1,3,0,0,0,0,0
74.125.169.72,192.168.11.128,3,1,1,1,0,1,3,0,0,0,0,0
117.18.237.29,192.168.11.128,3,1,1,1,0,1,3,0,0,0,0,0
172.217.160.161,192.168.11.128,4,1,1,0,0,2,4,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,2,1,1,0
192.168.11.128,117.18.237.29,3,1,1,1,0,0,3,0,0,0,0,0
192.168.11.128,172.217.160.161,3,1,1,0,0,2,3,0,0,0,0,0
192.168.11.128,199.232.252.133,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.128,216.58.196.68,55,1,1,0,0,18,55,0,0,0,0,0
199.232.252.133,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
216.58.196.68,192.168.11.128,84,1,1,0,0,64,84,0,0,0,0,0
103.226.190.12,192.168.11.128,81,1,1,0,0,78,81,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,3,1,1,0
192.168.11.128,103.226.190.12,40,1,1,0,0,1,40,0,0,0,0,0
192.168.11.128,199.232.252.133,1,1,1,0,0,0,1,0,0,0,0,0
199.232.252.133,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
103.226.190.12,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
140.82.113.25,192.168.11.128,1,1,1,0,0,1,1,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,2,1,1,0
192.168.11.128,103.226.190.12,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.128,74.125.169.135,36,1,1,0,0,0,36,0,0,0,0,0
74.125.169.135,192.168.11.128,90,1,1,0,0,84,90,0,0,0,0,0
103.226.190.13,192.168.11.128,1,1,1,0,0,0,1,0,0,0,0,0
192.168.11.1,192.168.11.255,0,0,0,0,0,0,0,0,2,1,1,0
192.168.11.128,103.226.190.13,1,1,1,0,0,0,1,0,0,0,0,0
103.226.190.12,192.168.11.128,5,1,2,0,0,3,5,0,0,0,0,0
103.226.190.13,192.168.11.128,7,1,2,0,2,5,7,0,0,0,0,0
